CustomerID,Age,Gender,Income,Recency,Frequency,AvgBasketSize,Monetary,PreferredCategory,OnlineVisits,DiscountResponse,TenureMonths
102347,43,Male,44403.0,221,16,78.02,1232.76,Electronics,32,Low,65
102348,45,Male,46141.0,151,8,273.89,2339.48,Fashion,36,Medium,116
102349,19,Male,86810.0,266,10,196.89,2211.35,Home,29,Low,10
102350,67,Female,43195.0,73,9,74.93,656.02,Groceries,37,Medium,111
102351,23,Male,52024.0,77,11,226.23,2826.14,Sports,43,Medium,95
102352,26,Female,69420.0,32,10,45.44,543.95,Groceries,32,Medium,14
102353,50,Female,42396.0,65,11,213.8,2355.71,Beauty,33,Medium,92
102354,58,Female,64523.0,357,12,261.15,3011.89,Sports,29,Low,111
102355,42,Female,64516.0,18,9,286.11,2889.96,Groceries,26,Low,36
102356,65,Female,47511.0,164,12,35.27,448.49,Home,38,Medium,88
102357,30,Male,54824.0,287,13,37.34,507.4,Fashion,37,Medium,28
102358,26,Male,41128.0,54,9,280.51,2914.51,Beauty,42,High,59
102359,30,Male,87655.0,63,12,241.09,3066.03,Home,29,Medium,4
102360,48,Male,65152.0,257,12,236.79,3002.4,Electronics,24,Medium,78
102361,58,Male,39027.0,239,6,227.93,1207.25,Fashion,39,Low,69
102362,28,Female,62526.0,9,13,220.85,3087.21,Beauty,37,High,116
102363,21,Female,63432.0,120,9,191.7,2010.32,Home,46,Low,96
102364,51,Male,15135.0,348,10,247.57,2551.3,Fashion,35,Medium,17
102365,55,Male,86809.0,90,21,29.57,721.16,Electronics,34,High,98
102366,63,Male,40208.0,312,16,227.28,3403.12,Beauty,38,Medium,37
102367,21,Female,101804.0,175,10,183.22,1496.97,Sports,31,High,62
102368,55,Female,75906.0,3,14,274.09,3753.04,Beauty,36,Medium,90
102369,36,Female,37463.0,130,11,282.18,2488.1,Fashion,37,High,114
102370,23,Male,53715.0,54,10,87.57,754.79,Fashion,39,Medium,31
102371,51,Male,78452.0,293,9,241.05,1900.95,Electronics,33,Medium,92
102372,35,Male,55245.0,184,11,287.96,3210.43,Beauty,41,Low,28
102373,30,Male,83565.0,353,8,94.66,893.57,Home,28,Low,93
102374,58,Female,52479.0,224,13,258.3,2712.94,Sports,34,Low,53
102375,40,Male,58427.0,12,8,184.23,1318.61,Fashion,33,Medium,36
102376,36,Male,79003.0,195,10,130.6,1551.24,Fashion,32,Medium,26
102377,62,Male,72068.0,247,11,250.61,3177.55,Fashion,30,Medium,86
102378,28,Female,41495.0,154,14,263.68,4185.96,Fashion,41,Low,99
102379,18,Female,68681.0,78,13,99.14,1078.38,Beauty,37,High,28
102380,41,Male,63349.0,140,13,242.45,3333.52,Electronics,34,Medium,61
102381,24,Female,41765.0,90,14,33.91,418.37,Fashion,41,Low,108
102382,42,Female,32190.0,144,10,136.95,1452.23,Sports,36,Low,22
102383,38,Female,21372.0,72,14,39.54,537.51,Electronics,30,Medium,50
102384,32,Female,54112.0,177,13,102.27,1401.66,Beauty,37,High,35
102385,18,Female,58920.0,348,12,286.1,3335.51,Fashion,29,Medium,82
102386,29,Male,70092.0,263,7,225.73,1837.8,Beauty,33,Low,117
102387,24,Male,76410.0,271,11,231.57,2063.6,Sports,28,High,69
102388,32,Male,51723.0,105,10,57.66,505.46,Groceries,38,High,93
102389,38,Female,58339.0,72,9,182.03,1856.49,Groceries,42,Medium,11
102390,36,Female,44826.0,74,13,128.87,1833.96,Sports,34,High,88
102391,46,Female,61745.0,143,9,225.57,1775.38,Fashion,31,High,38
102392,42,Female,79370.0,62,8,63.98,434.33,Fashion,36,Medium,119
102393,50,Male,62023.0,146,9,98.94,823.23,Electronics,29,Medium,59
102394,66,Male,83267.0,46,9,271.6,2426.67,Fashion,32,High,45
102395,49,Male,79036.0,229,11,67.54,608.3,Electronics,36,Medium,44
102396,66,Male,89154.0,105,14,197.08,3140.53,Fashion,27,Medium,25
102397,52,Male,62585.0,109,14,108.24,1528.06,Beauty,38,Low,16
102398,61,Male,49351.0,317,15,42.93,752.0,Home,37,Medium,20
102399,55,Female,72425.0,121,6,82.63,461.22,Home,34,High,54
102400,43,Female,52542.0,43,14,263.43,3022.45,Sports,39,Medium,13
102401,28,Male,71797.0,99,13,274.95,4105.3,Beauty,29,Medium,119
102402,52,Female,46744.0,194,14,137.55,1655.81,Home,25,Medium,35
102403,25,Male,43432.0,311,10,193.85,1811.06,Groceries,41,High,12
102404,63,Male,84329.0,214,12,165.74,1960.51,Groceries,35,Medium,63
102405,31,Female,39749.0,229,10,98.31,979.93,Electronics,36,High,4
102406,27,Male,80445.0,185,9,116.54,848.94,Groceries,35,Low,36
102407,19,Male,71721.0,112,9,167.51,1523.72,Fashion,42,Medium,94
102408,63,Male,61886.0,347,11,214.7,1962.13,Electronics,31,Medium,93
102409,26,Female,22147.0,272,7,117.96,768.53,Beauty,31,Low,82
102410,20,Female,89713.0,313,7,215.7,1797.07,Home,32,Medium,105
102411,38,Female,41303.0,102,13,289.07,3427.77,Home,33,Low,93
102412,43,Female,79063.0,210,10,26.88,302.44,Groceries,41,Medium,9
102413,25,Male,46181.0,227,12,65.87,793.7,Groceries,38,High,74
102414,65,Female,44577.0,281,9,276.56,2192.76,Fashion,35,Medium,10
102415,19,Female,73372.0,22,15,40.04,653.92,Home,39,High,53
102416,23,Female,70769.0,248,16,234.21,3830.01,Groceries,31,Low,8
102417,45,Male,37098.0,159,13,194.71,2564.68,Home,30,Low,59
102418,46,Female,88735.0,229,13,33.36,352.13,Home,37,Low,113
102419,43,Female,55879.0,343,12,20.2,226.29,Groceries,31,Low,19
102420,42,Male,61379.0,187,15,160.56,2634.51,Home,36,High,44
102421,29,Male,54058.0,143,10,52.86,591.2,Groceries,34,Low,44
102422,22,Male,37945.0,338,13,264.22,3867.39,Sports,29,Low,34
102423,51,Male,74704.0,358,10,154.62,1260.09,Groceries,40,Low,53
102424,65,Female,65791.0,24,12,85.64,889.03,Home,40,Medium,3
102425,54,Male,43898.0,141,13,67.1,1041.73,Sports,34,Medium,87
102426,32,Female,78883.0,240,11,254.02,2409.12,Home,33,Medium,111
102427,61,Female,61097.0,292,12,221.25,2350.22,Home,39,Medium,2
102428,53,Female,61528.0,305,18,221.03,4460.14,Sports,37,Low,60
102429,32,Female,95530.0,82,14,43.89,588.27,Beauty,33,Medium,46
102430,60,Female,27840.0,48,10,194.86,1649.54,Fashion,29,Medium,15
102431,65,Male,27576.0,353,13,263.46,2911.36,Sports,30,High,99
102432,40,Female,32080.0,358,15,234.45,2931.25,Beauty,35,Medium,112
102433,23,Female,67273.0,171,10,53.08,463.0,Beauty,38,Medium,7
102434,63,Female,52819.0,262,14,285.8,3996.37,Home,39,Medium,61
102435,67,Male,54409.0,68,9,39.53,286.76,Home,41,Low,35
102436,61,Female,41152.0,14,14,175.93,2085.81,Fashion,37,Low,35
102437,60,Female,93305.0,30,6,284.6,1985.68,Sports,41,Low,69
102438,62,Male,100020.0,110,9,250.23,2591.31,Groceries,29,Low,49
102439,38,Female,77978.0,212,7,210.63,1670.85,Home,39,High,83
102440,40,Female,29854.0,264,10,259.78,2812.15,Sports,28,Medium,95
102441,60,Male,50262.0,322,13,208.52,2885.9,Electronics,44,High,2
102442,33,Female,76549.0,202,14,35.39,450.97,Home,33,Low,34
102443,64,Female,59083.0,84,7,118.24,773.05,Groceries,32,Medium,108
102444,32,Female,78044.0,53,11,139.59,1373.22,Home,36,High,110
102445,42,Female,84956.0,355,16,172.99,3299.61,Beauty,28,Low,13
102446,53,Female,98144.0,256,14,84.3,1243.6,Sports,36,Low,64
102447,28,Male,46903.0,74,12,266.73,3797.08,Fashion,36,High,35
102448,68,Male,61626.0,220,8,84.04,610.95,Electronics,43,Medium,98
102449,32,Male,51185.0,143,9,204.13,1926.24,Groceries,36,Low,78
102450,21,Female,19984.0,100,13,265.45,3808.29,Home,39,Low,35
102451,38,Female,74032.0,129,9,225.19,1698.17,Groceries,28,High,101
102452,30,Female,71269.0,219,12,58.08,743.51,Fashion,29,Low,26
102453,39,Male,49063.0,271,11,286.39,2733.28,Electronics,34,High,44
102454,36,Female,28039.0,22,8,45.74,340.76,Groceries,33,Medium,106
102455,51,Female,52318.0,178,10,76.02,825.93,Sports,40,Medium,7
102456,31,Female,74623.0,48,10,58.99,575.76,Sports,36,Medium,100
102457,21,Male,86747.0,117,7,206.74,1690.98,Groceries,33,Low,39
102458,65,Male,45748.0,329,15,246.07,3308.96,Electronics,23,Medium,85
102459,69,Female,82154.0,179,7,86.64,522.49,Home,38,Medium,79
102460,63,Female,72449.0,273,14,294.19,3850.41,Sports,33,Low,13
102461,44,Female,68265.0,362,11,58.99,740.23,Home,36,Low,84
102462,46,Male,34129.0,339,14,108.44,1729.14,Home,33,High,115
102463,64,Male,34998.0,360,5,157.29,745.34,Groceries,37,Medium,98
102464,45,Male,43384.0,347,10,246.48,2770.28,Sports,33,Medium,90
102465,52,Female,53472.0,179,16,125.43,1667.95,Groceries,42,Low,4
102466,25,Male,96015.0,49,12,70.37,678.12,Fashion,40,Medium,98
102467,33,Female,46755.0,315,10,150.18,1720.95,Home,34,Medium,84
102468,59,Female,75425.0,255,4,153.42,705.5,Electronics,33,Low,19
102469,53,Male,50705.0,30,14,24.54,294.55,Beauty,28,Low,101
102470,47,Female,69454.0,85,11,25.85,261.34,Home,32,Medium,31
102471,35,Male,58740.0,277,6,97.74,668.68,Electronics,42,High,83
102472,19,Female,63540.0,34,8,227.54,1517.25,Groceries,36,Medium,119
102473,66,Female,67392.0,329,13,122.48,1823.49,Sports,33,High,43
102474,30,Male,55011.0,98,13,79.14,1059.55,Home,37,Low,64
102475,21,Female,67489.0,76,4,51.63,219.51,Fashion,31,Low,2
102476,43,Female,84678.0,175,15,98.55,1534.32,Home,44,Low,90
102477,42,Female,44918.0,341,9,154.8,1439.19,Electronics,32,Medium,22
102478,47,Female,83717.0,249,12,46.15,484.03,Electronics,37,Medium,81
102479,28,Female,54696.0,340,10,24.18,216.27,Electronics,25,Low,88
102480,24,Female,52580.0,134,15,55.65,861.48,Sports,31,Medium,76
102481,48,Female,73991.0,178,15,226.63,3265.38,Fashion,41,High,22
102482,61,Female,53177.0,228,8,150.57,1224.45,Fashion,35,Medium,104
102483,27,Male,66383.0,63,13,144.65,1694.94,Electronics,37,Medium,84
102484,56,Male,64515.0,268,14,25.53,352.25,Fashion,37,Medium,67
102485,30,Female,18330.0,258,18,219.06,3380.65,Fashion,34,Medium,15
102486,48,Female,68352.0,144,8,76.53,499.19,Groceries,31,High,43
102487,24,Male,31178.0,303,14,45.44,750.95,Beauty,37,Medium,14
102488,66,Female,32702.0,52,6,255.77,1671.54,Fashion,36,Medium,112
102489,59,Male,67329.0,303,9,155.97,1402.64,Beauty,26,Medium,74
102490,59,Male,70732.0,99,7,229.7,1640.71,Electronics,54,High,20
102491,53,Male,84101.0,306,12,250.13,3014.98,Sports,35,Low,23
102492,37,Female,38213.0,45,14,290.09,4709.13,Beauty,33,Medium,54
102493,21,Female,45174.0,42,9,194.64,1943.5,Groceries,29,Low,73
102494,24,Female,69287.0,327,5,39.12,181.92,Fashion,40,Low,103
102495,18,Male,84486.0,57,10,176.15,1562.93,Groceries,35,Medium,62
102496,61,Male,63843.0,33,9,162.67,1210.18,Home,31,High,115
102497,62,Male,42440.0,114,10,36.12,310.31,Groceries,35,High,62
102498,59,Female,90128.0,300,9,105.76,948.06,Beauty,45,Low,64
102499,64,Male,54753.0,114,14,135.41,1670.2,Groceries,34,Low,74
102500,30,Male,55376.0,56,13,65.07,782.43,Groceries,29,Medium,53
102501,39,Female,31283.0,44,12,22.45,229.89,Fashion,41,Medium,104
102502,38,Male,74482.0,212,9,231.95,2440.61,Groceries,25,Medium,61
102503,39,Male,77052.0,352,14,258.46,2943.56,Beauty,34,Medium,53
102504,45,Female,45883.0,329,13,84.15,1029.11,Sports,37,Medium,117
102505,26,Female,95024.0,34,9,21.06,171.2,Fashion,36,Medium,3
102506,43,Male,48257.0,270,10,269.18,2162.38,Electronics,32,Low,12
102507,26,Female,72505.0,196,15,57.51,1010.54,Home,41,Low,20
102508,32,Male,64473.0,125,11,132.9,1352.91,Electronics,31,Low,25
102509,27,Female,19489.0,79,8,122.47,980.65,Fashion,35,Low,89
102510,41,Male,70878.0,255,9,65.99,613.53,Electronics,29,High,28
102511,59,Female,69082.0,145,10,187.67,1959.63,Home,37,Low,16
102512,25,Male,24672.0,83,6,277.19,1636.7,Beauty,34,Low,51
102513,41,Female,90507.0,230,9,163.84,1529.9,Beauty,29,High,117
102514,33,Female,69164.0,137,11,292.42,3540.55,Groceries,35,High,40
102515,66,Female,84788.0,27,10,73.42,866.97,Electronics,30,Low,21
102516,43,Female,25678.0,177,11,257.58,3011.36,Beauty,40,Medium,71
102517,44,Female,51791.0,207,6,91.93,543.25,Fashion,28,Low,76
102518,54,Female,83612.0,306,9,90.15,793.37,Sports,47,Medium,112
102519,21,Female,28634.0,311,10,52.95,573.95,Home,36,Medium,106
102520,67,Male,52378.0,213,10,261.82,2751.24,Electronics,36,Medium,99
102521,41,Male,68130.0,354,11,223.02,2375.1,Sports,30,High,82
102522,36,Female,22108.0,37,8,115.66,864.54,Home,34,Low,82
102523,53,Female,33572.0,293,12,117.84,1693.02,Electronics,25,Medium,11
102524,56,Male,87642.0,179,9,256.54,2555.26,Fashion,30,Medium,32
102525,27,Male,61196.0,160,13,279.72,3209.85,Sports,34,Medium,97
102526,42,Female,83534.0,12,7,188.68,1210.96,Beauty,37,Low,47
102527,35,Male,63642.0,169,18,133.92,2790.16,Sports,34,Medium,45
102528,36,Male,109118.0,312,10,34.88,371.24,Electronics,31,Medium,97
102529,53,Female,68775.0,80,11,55.44,563.68,Electronics,25,Medium,79
102530,27,Female,85396.0,14,10,59.7,564.57,Fashion,35,Medium,18
102531,50,Female,55078.0,54,12,97.5,1113.33,Fashion,30,High,86
102532,67,Male,64215.0,254,19,91.97,1528.16,Groceries,44,Low,6
102533,22,Female,72837.0,65,10,172.01,1727.78,Electronics,40,Medium,59
102534,64,Female,76156.0,58,12,284.35,3774.67,Fashion,31,Medium,86
102535,66,Male,59220.0,96,10,261.27,2679.65,Electronics,29,Medium,6
102536,52,Female,60055.0,21,11,162.57,1899.82,Fashion,31,High,15
102537,61,Male,70038.0,260,15,24.84,386.82,Home,25,Medium,102
102538,51,Male,70025.0,73,9,39.15,290.18,Fashion,31,High,94
102539,50,Male,39499.0,248,10,260.9,2283.46,Fashion,49,Low,61
102540,38,Male,64499.0,127,5,99.42,467.34,Home,43,Medium,118
102541,34,Male,66415.0,46,12,109.07,1512.62,Home,37,Medium,30
102542,39,Male,40474.0,268,12,59.14,666.73,Beauty,40,Medium,46
102543,65,Female,78119.0,128,17,82.47,1305.04,Groceries,39,Low,117
102544,54,Female,68255.0,30,10,89.21,742.44,Fashion,31,Medium,110
102545,32,Female,106613.0,94,9,135.39,1448.6,Home,30,Medium,96
102546,52,Male,59480.0,224,11,194.48,2377.64,Groceries,39,High,84
102547,45,Female,82722.0,316,11,118.88,1446.78,Groceries,27,Medium,17
102548,24,Male,70783.0,100,6,145.96,835.02,Electronics,29,Medium,93
102549,49,Female,98429.0,71,11,70.93,648.64,Home,40,Medium,75
102550,28,Male,40600.0,81,16,35.79,518.47,Sports,34,Medium,114
102551,27,Female,50094.0,300,18,117.51,2413.76,Home,41,Low,107
102552,26,Male,41286.0,108,12,37.5,392.45,Home,24,Low,84
102553,31,Female,58442.0,102,12,103.92,1443.7,Groceries,36,High,105
102554,30,Male,37506.0,91,17,254.53,4388.89,Beauty,32,Medium,84
102555,42,Female,29478.0,16,10,122.74,1332.73,Home,42,High,8
102556,19,Male,17332.0,110,8,74.11,581.89,Home,35,Medium,50
102557,52,Female,16051.0,263,6,272.58,1918.29,Beauty,34,High,17
102558,24,Female,73128.0,160,6,199.02,1069.77,Groceries,36,Medium,57
102559,38,Female,50891.0,253,11,296.71,3358.37,Groceries,44,Medium,58
102560,35,Male,35325.0,89,10,104.07,861.33,Electronics,33,High,76
102561,20,Male,46818.0,95,17,76.1,1283.57,Electronics,37,Low,96
102562,59,Male,49442.0,272,8,103.42,983.8,Home,38,Low,86
102563,56,Male,40708.0,247,9,247.5,1860.53,Home,32,Medium,27
102564,58,Male,92111.0,361,11,62.43,688.58,Beauty,45,Low,58
102565,66,Female,88337.0,206,8,87.5,728.65,Fashion,44,Medium,101
102566,28,Male,91770.0,345,12,216.46,3046.11,Sports,34,High,51
102567,56,Female,63584.0,318,7,226.64,1457.92,Fashion,27,Low,47
102568,41,Female,65609.0,286,9,288.48,2599.37,Fashion,40,Medium,57
102569,63,Male,46948.0,248,7,294.44,2462.74,Home,29,Medium,50
102570,36,Female,43059.0,67,10,205.79,2279.35,Groceries,36,Low,90
102571,21,Male,60435.0,46,12,121.58,1640.11,Groceries,40,Low,31
102572,43,Male,73047.0,43,12,146.84,1959.79,Sports,38,Medium,29
102573,55,Male,83915.0,229,8,142.99,1150.89,Groceries,39,High,95
102574,59,Female,49080.0,301,9,128.47,1125.87,Home,32,Medium,24
102575,49,Male,34945.0,234,8,114.71,827.68,Beauty,24,Low,63
102576,56,Male,74680.0,199,14,67.01,925.37,Groceries,33,Medium,68
102577,62,Male,23637.0,336,11,122.52,1089.23,Beauty,33,Medium,110
102578,63,Female,59216.0,32,10,291.38,2444.22,Electronics,32,Medium,78
102579,53,Male,61786.0,264,11,267.0,2687.07,Sports,40,Low,77
102580,57,Female,52424.0,113,7,192.85,1260.11,Groceries,41,Low,23
102581,54,Female,29095.0,318,13,73.99,1041.71,Groceries,31,High,8
102582,50,Male,52688.0,276,18,266.03,4159.52,Electronics,24,Low,13
102583,53,Female,92851.0,146,7,107.32,840.12,Fashion,34,High,1
102584,20,Female,71834.0,357,12,172.8,2323.1,Home,36,Low,63
102585,26,Male,83234.0,6,13,275.3,3703.5,Groceries,27,Low,27
102586,25,Male,35656.0,340,7,113.71,793.26,Beauty,32,Medium,81
102587,50,Male,65114.0,108,8,275.74,2177.15,Electronics,32,Low,41
102588,23,Female,61767.0,260,8,85.84,664.89,Electronics,38,High,9
102589,58,Male,62154.0,71,8,280.04,1871.63,Fashion,36,Low,27
102590,56,Female,71117.0,340,8,120.43,1023.34,Beauty,25,Medium,90
102591,21,Female,62946.0,162,10,124.89,1287.51,Beauty,30,Medium,113
102592,30,Female,36211.0,100,11,174.84,1550.72,Groceries,34,Low,21
102593,66,Female,72265.0,327,17,117.17,1755.01,Fashion,33,Medium,107
102594,19,Female,76818.0,33,13,146.0,1849.66,Sports,43,Medium,46
102595,22,Male,86390.0,143,14,160.37,2605.58,Electronics,32,High,48
102596,61,Male,87273.0,244,7,157.49,1318.63,Home,41,Medium,68
102597,44,Female,69529.0,224,11,289.11,3499.92,Electronics,33,High,14
102598,49,Female,37143.0,214,15,98.9,1631.46,Fashion,30,Medium,42
102599,38,Male,29412.0,120,13,99.68,1251.92,Home,38,Medium,109
102600,25,Male,55458.0,168,12,254.62,3142.15,Home,35,Low,59
102601,55,Female,78389.0,349,13,129.76,1506.6,Electronics,30,Low,75
102602,25,Female,77101.0,217,11,40.5,487.94,Home,41,Medium,62
102603,67,Male,65480.0,355,9,154.75,1147.51,Groceries,37,High,4
102604,20,Male,59269.0,322,14,174.06,2356.18,Electronics,33,Medium,59
102605,61,Female,98075.0,217,10,192.95,2185.24,Fashion,39,Medium,34
102606,20,Male,71481.0,54,9,85.83,920.74,Sports,32,Medium,5
102607,39,Male,58255.0,208,13,292.51,4101.61,Fashion,31,Medium,32
102608,23,Female,47091.0,80,16,226.37,3183.33,Groceries,39,Medium,80
102609,19,Female,39828.0,151,12,221.64,2735.29,Sports,33,Medium,92
102610,40,Female,37859.0,55,14,264.4,3791.2,Sports,40,Low,66
102611,61,Male,39830.0,5,7,27.32,226.87,Beauty,35,Low,35
102612,19,Female,65619.0,35,10,191.68,2177.63,Fashion,37,Low,8
102613,55,Male,59639.0,349,18,248.99,3673.32,Electronics,28,Medium,57
102614,34,Female,53482.0,119,13,29.62,341.95,Electronics,29,High,25
102615,52,Female,74730.0,197,6,231.72,1580.47,Sports,35,Medium,23
102616,51,Male,96183.0,54,6,297.12,2119.63,Fashion,29,Medium,36
102617,40,Male,43533.0,259,8,186.15,1366.89,Fashion,31,Low,25
102618,47,Female,46514.0,262,14,138.91,2093.11,Electronics,31,Low,17
102619,69,Female,15659.0,343,16,147.01,2171.33,Beauty,31,Medium,63
102620,25,Male,59473.0,312,13,210.25,2231.53,Groceries,41,Low,114
102621,39,Female,57448.0,2,8,179.59,1626.07,Electronics,32,High,64
102622,61,Male,77856.0,82,10,240.52,2634.99,Electronics,42,Medium,90
102623,53,Male,58264.0,350,14,138.06,1587.48,Groceries,30,High,110
102624,22,Female,48238.0,5,11,136.85,1291.87,Electronics,36,Medium,37
102625,30,Male,63854.0,174,10,228.87,2746.01,Sports,27,Low,85
102626,46,Male,71141.0,139,11,200.75,2341.42,Sports,41,Medium,5
102627,48,Male,27645.0,193,11,237.87,2931.01,Sports,39,Low,24
102628,64,Female,80138.0,138,8,268.41,2051.62,Beauty,41,Medium,74
102629,33,Male,86126.0,297,7,93.75,661.04,Sports,47,Medium,66
102630,59,Female,70949.0,116,12,108.21,1360.79,Beauty,31,Medium,90
102631,47,Female,41309.0,44,8,167.55,1504.48,Sports,43,Low,73
102632,33,Female,53479.0,346,15,280.53,3936.8,Fashion,34,Medium,48
102633,29,Male,83657.0,289,11,253.71,2983.11,Fashion,31,Low,117
102634,34,Male,40436.0,219,12,151.16,2013.93,Groceries,32,High,30
102635,33,Female,72573.0,56,13,180.47,2632.46,Beauty,27,High,39
102636,29,Female,58985.0,242,10,219.45,2193.83,Home,24,Medium,117
102637,25,Male,63204.0,258,17,166.35,2797.82,Sports,36,High,100
102638,37,Female,43285.0,1,11,47.57,440.5,Home,36,Medium,63
102639,20,Female,66613.0,289,17,118.77,2017.25,Home,31,High,96
102640,33,Male,65182.0,103,6,33.33,216.13,Sports,35,High,57
102641,47,Female,29813.0,292,10,207.56,2424.79,Electronics,31,High,72
102642,62,Male,59911.0,149,11,114.39,1069.65,Groceries,32,Medium,61
102643,40,Male,72278.0,84,6,226.74,1615.6,Beauty,36,High,3
102644,45,Female,52294.0,26,16,140.32,2006.3,Home,46,Medium,4
102645,68,Male,15000.0,175,9,32.76,256.61,Electronics,29,Low,89
102646,57,Male,57704.0,223,11,126.29,1174.99,Electronics,33,Low,49
102647,22,Male,89329.0,129,13,81.23,1263.02,Sports,26,Medium,91
102648,37,Female,53111.0,142,9,80.0,737.57,Groceries,31,Low,16
102649,57,Female,88573.0,346,7,125.73,799.35,Sports,33,Low,23
102650,61,Female,43753.0,302,14,293.93,3814.68,Groceries,44,Medium,111
102651,18,Male,36781.0,298,8,288.82,2726.71,Sports,35,Medium,26
102652,47,Male,59898.0,135,14,244.97,3978.27,Groceries,40,High,79
102653,38,Female,43548.0,55,9,88.73,750.65,Fashion,34,Medium,115
102654,37,Female,66597.0,56,6,233.9,1158.41,Electronics,26,Medium,26
102655,23,Male,52549.0,76,12,24.3,330.5,Beauty,41,Medium,119
102656,39,Female,89478.0,319,7,35.78,291.98,Electronics,30,Medium,25
102657,35,Female,51167.0,339,11,254.01,3171.35,Electronics,34,Low,42
102658,25,Female,61795.0,355,24,177.99,4977.42,Groceries,41,Low,75
102659,56,Female,71927.0,132,9,124.53,1154.8,Electronics,34,High,77
102660,49,Female,79126.0,42,11,227.33,2840.37,Fashion,37,Low,44
102661,50,Male,89593.0,352,12,52.02,735.08,Fashion,35,Low,1
102662,33,Female,55303.0,110,10,100.27,1159.08,Home,33,High,36
102663,29,Female,52014.0,70,11,223.73,2546.85,Electronics,30,Medium,95
102664,55,Male,21722.0,284,10,78.01,857.03,Sports,33,Medium,115
102665,69,Male,100834.0,126,8,188.18,1638.7,Sports,27,High,22
102666,51,Male,67219.0,348,14,145.35,2281.5,Sports,38,Medium,100
102667,31,Male,75036.0,296,11,76.66,751.8,Beauty,25,Medium,5
102668,53,Female,71115.0,179,20,268.75,4304.68,Fashion,36,Medium,109
102669,50,Female,60991.0,298,12,141.95,1710.15,Home,36,Low,117
102670,40,Female,67007.0,197,11,187.68,2283.77,Beauty,31,Medium,19
102671,67,Female,48807.0,261,5,90.85,386.13,Home,45,Medium,112
102672,62,Male,53958.0,101,11,117.11,1305.1,Fashion,41,Low,95
102673,19,Male,40996.0,61,9,33.72,280.95,Home,35,High,87
102674,58,Female,91145.0,183,12,155.3,2115.74,Sports,23,Medium,61
102675,38,Female,71230.0,297,7,116.56,685.46,Sports,38,Low,86
102676,19,Female,99523.0,9,7,112.23,894.93,Fashion,33,Medium,57
102677,44,Female,105928.0,206,9,269.18,2529.96,Sports,28,High,95
102678,26,Male,31917.0,318,12,217.08,3042.01,Groceries,32,Medium,21
102679,18,Female,79705.0,54,13,148.04,2259.87,Sports,31,Medium,67
102680,28,Male,32841.0,180,12,74.7,1007.15,Electronics,42,Medium,53
102681,20,Male,63548.0,104,8,292.51,2368.26,Fashion,36,Medium,60
102682,69,Male,66295.0,126,15,40.93,526.17,Fashion,38,Medium,61
102683,40,Male,34257.0,34,11,58.11,569.01,Home,37,Medium,75
102684,43,Female,45250.0,165,11,95.69,1017.96,Home,41,High,12
102685,21,Female,67207.0,298,12,287.27,3763.04,Home,32,Low,42
102686,35,Female,63526.0,270,14,98.09,1397.9,Electronics,36,High,89
102687,23,Female,39633.0,289,11,157.6,1690.82,Sports,32,High,48
102688,52,Male,46039.0,118,13,233.13,3003.46,Fashion,27,Medium,85
102689,39,Male,30171.0,354,15,280.17,4608.49,Sports,25,Medium,71
102690,60,Male,35942.0,92,15,189.43,2312.21,Home,38,Low,95
102691,32,Female,52572.0,100,17,127.6,2119.42,Fashion,51,Medium,75
102692,39,Male,79749.0,87,5,295.94,1522.73,Home,34,High,65
102693,54,Male,82285.0,234,7,27.33,198.1,Beauty,30,Medium,78
102694,69,Male,96669.0,124,14,253.01,3710.3,Electronics,25,Low,47
102695,59,Male,68485.0,203,14,97.68,1123.25,Fashion,46,Low,23
102696,29,Female,63766.0,32,14,248.89,3565.23,Home,29,Low,100
102697,64,Male,69903.0,357,11,65.41,734.06,Home,37,Medium,43
102698,66,Male,69711.0,39,8,117.11,1069.86,Beauty,46,High,69
102699,59,Female,27670.0,94,12,35.67,472.57,Home,32,Medium,40
102700,55,Female,97777.0,10,12,75.89,739.92,Electronics,36,Low,56
102701,35,Female,21381.0,215,14,188.78,2702.03,Sports,36,High,69
102702,62,Male,82975.0,100,9,233.22,2259.3,Sports,26,Medium,66
102703,52,Male,61128.0,244,18,275.14,5111.28,Sports,42,Medium,38
102704,47,Male,38210.0,58,13,53.51,744.71,Electronics,25,Medium,70
102705,41,Male,70627.0,357,15,59.36,753.87,Beauty,32,Medium,81
102706,59,Female,57637.0,320,13,282.86,3190.68,Sports,28,High,5
102707,47,Male,46349.0,19,9,234.47,2180.07,Sports,33,High,78
102708,31,Male,32370.0,357,14,171.13,2683.98,Electronics,33,Low,100
102709,23,Female,30690.0,117,14,153.48,1741.31,Fashion,35,Low,60
102710,20,Female,47782.0,136,10,64.16,625.24,Home,24,Low,47
102711,33,Female,52260.0,327,8,126.2,1208.31,Home,30,Medium,110
102712,24,Male,35789.0,296,18,124.33,2475.83,Electronics,38,High,92
102713,69,Male,60770.0,13,9,201.54,1777.72,Sports,37,High,76
102714,31,Male,38637.0,101,12,187.69,1890.15,Beauty,35,Medium,97
102715,26,Male,67204.0,155,11,36.72,381.17,Groceries,41,Medium,40
102716,32,Male,84628.0,82,9,257.57,1997.7,Sports,44,Medium,24
102717,38,Female,65787.0,88,12,282.51,3960.72,Groceries,33,Low,18
102718,52,Female,58123.0,105,21,238.46,5379.52,Home,38,Low,75
